asin	product_title	product_price	unit_price	unit_count	product_original_price	currency	product_star_rating	product_num_ratings	product_url	product_photo	product_num_offers	product_minimum_offer_price	is_best_seller	is_amazon_choice	is_prime	climate_pledge_friendly	sales_volume	delivery	has_variations	product_badge	product_byline	coupon_text
B07XLYNXD2	Virbac Easotic Tratamento Otológico para Cães 10 	R$ 127,9	R$ 10,6	12.0	R$ 142,3	BRL	4.8	1829	https://www.amazon.com.br/dp/B07XLYNXD2	https://m.media-amazon.com/images/I/71LK1JSl9EL._AC_UL960_FMwebp_QL65_.jpg	1	R$ 127,9	False	False	True	False	Mais de 700 compras no mês passad		False	Oferta Prime Day		
B0D8449W57	BANNI 3 para gatos 2,6 a 7,5kg c/ 3 pipetas	R$ 124,9	R$ 5,2	24.0		BRL	4.7	190	https://www.amazon.com.br/dp/B0D8449W57	https://m.media-amazon.com/images/I/61eI9SGct+L._AC_UL960_FMwebp_QL65_.jpg	1	R$ 124,9	False	False	False	False	Mais de 300 compras no mês passad	Entrega GRÁTIS: sex., 18 de jul	False			
B07Y2C8SZL	Ceva - Refil Feliway Classic - 48ml	R$ 124,7	R$ 124,7	1.0		BRL	4.6	586	https://www.amazon.com.br/dp/B07Y2C8SZL	https://m.media-amazon.com/images/I/51J5Bhddz7L._AC_UL960_FMwebp_QL65_.jpg	40	R$ 112,7	False	False	False	False	Mais de 400 compras no mês passad	Entrega GRÁTIS: ter., 22 de jul	False			
B0843W869Y	Ceva - Cardalis 5mg/40mg para Cães de 11 a 20kg - 30 Comprimido	R$ 124,4	R$ 124,4	1.0		BRL	4.6	42	https://www.amazon.com.br/dp/B0843W869Y	https://m.media-amazon.com/images/I/41UgyylkhpL._AC_UL960_FMwebp_QL65_.jpg	8	R$ 119,9	False	False	False	False		Entrega GRÁTIS: dom., 20 de jul	False			
B082T42VH3	Virbac C.E.T. Kit Saúde Oral Limpeza e Manutenção da Higiene Oral para Cães e Gatos (pasta + escova + necessa	R$ 123,5	R$ 6,1	20.0	R$ 139,8	BRL	4.8	2252	https://www.amazon.com.br/dp/B082T42VH3	https://m.media-amazon.com/images/I/71v1d9BI+eL._AC_UL960_FMwebp_QL65_.jpg	1	R$ 123,5	False	False	True	False	Mais de 1 mil compras no mês passad		False	Oferta Prime Day	Pet	
B07VM9XZVT	Coleira Seresto® anti-carrapatos e pulgas para cães e gatos de até 	R$ 123,1	R$ 123,1	1.0	R$ 147,5	BRL	4.7	5862	https://www.amazon.com.br/dp/B07VM9XZVT	https://m.media-amazon.com/images/I/51H-nDqYpaL._AC_UL960_FMwebp_QL65_.jpg	1	R$ 123,1	False	False	True	False	Mais de 2 mil compras no mês passad		False	Com Prime		
B07YSTPRBD	Solução Otológica Cepav Otoguard para Cães - 	R$ 119,9				BRL	4.7	276	https://www.amazon.com.br/dp/B07YSTPRBD	https://m.media-amazon.com/images/I/51kc3eWnBQL._AC_UL960_FMwebp_QL65_.jpg	18	R$ 98,3	False	False	False	False	Mais de 50 compras no mês passad	Entrega GRÁTIS: ter., 29 de jul	False			
B09YS8MBMX	Coleira Adestramento Recarregável Anti Latido Diversas Cores (Preta	R$ 119,0	R$ 119,0	1.0		BRL	4.2	80	https://www.amazon.com.br/dp/B09YS8MBMX	https://m.media-amazon.com/images/I/51+IcGtQF4L._AC_UL960_FMwebp_QL65_.jpg	1	R$ 119,0	False	False	False	False	Mais de 40 compras no mês passad	Entrega GRÁTIS: seg., 21 de jul	False			
B0F2QRWWY4	Escova Removedora de Pelos a Vapor Para Pets PetSpray Versão Atualizada Autolimpante Para Cães e Gat	R$ 118,8	R$ 118,8	1.0	R$ 132,0	BRL	5	2	https://www.amazon.com.br/dp/B0F2QRWWY4	https://m.media-amazon.com/images/I/711GmtqUxlL._AC_UL960_FMwebp_QL65_.jpg	1	R$ 118,8	False	False	False	False	Mais de 30 compras no mês passad	Entrega R$ 12: 25 - 31 de jul.	False	Oferta		
B09BBQ3ZN3	Kit 3 Dissol Suplemento Natural Para Cálculos 150ml Da Rai	R$ 118,8	R$ 118,8	1.0		BRL	4.5	45	https://www.amazon.com.br/dp/B09BBQ3ZN3	https://m.media-amazon.com/images/I/81vRKtD1Z2L._AC_UL960_FMwebp_QL65_.jpg	2	R$ 114,0	False	False	False	False		Entrega GRÁTIS: dom., 20 de jul	False		Líquid	
B0DYL7F6GD	Cama quadrada Pet, animais de medio e grande porte, pratica e confortavel. TAM. M	R$ 117,6	R$ 117,6	1.0		BRL	5	1	https://www.amazon.com.br/dp/B0DYL7F6GD	https://m.media-amazon.com/images/I/71aOCW8wykL._AC_UL960_FMwebp_QL65_.jpg	1	R$ 117,6	False	False	False	False		Entrega GRÁTIS: qui., 31 de jul	False			
B0CGMJYD2L	Grade Portão Proteção Pet Cachorro 89 A 94 Cm Criança 	R$ 116,9			R$ 129,9	BRL	4.3	381	https://www.amazon.com.br/dp/B0CGMJYD2L	https://m.media-amazon.com/images/I/517XFp0eB2L._AC_UL960_FMwebp_QL65_.jpg	1	R$ 116,9	False	False	False	False	Mais de 200 compras no mês passad	Entrega GRÁTIS: dom., 20 de jul	False	Oferta		
B0DXSTFXJ5	CAMINHA DONUT NUVEM PET PELUCIA G REDONDA CAMA PELUCIADA NINHO CASINHA CASA COLCHONETE Cachorros E Gatos NUVEM FUNDO ANTIDERRAPANTE IMPERMEAVEL QUALIDADE PREMIUM 60CM (CINZA)	R$ 116,9	R$ 116,9	1.0		BRL	5	7	https://www.amazon.com.br/dp/B0DXSTFXJ5	https://m.media-amazon.com/images/I/61S5fnkHJxL._AC_UL960_FMwebp_QL65_.jpg	1	R$ 116,9	False	False	False	False		Entrega GRÁTIS: 23 - 30 de jul	False			
B0F8SNMV2N	Bomba Submersa PL-204 para Aquários, Fontes e Lagos – Vazão 2000 L/H, Silenciosa, Econômica, Ideal para Uso Contínuo, Eleva Até 2m, Compacta e Potente	R$ 115,9				BRL	5	2	https://www.amazon.com.br/dp/B0F8SNMV2N	https://m.media-amazon.com/images/I/51D3VCrDgJL._AC_UL960_FMwebp_QL65_.jpg	1	R$ 115,9	False	False	False	False		Entrega GRÁTIS: seg., 21 de jul	False			
B09HR13QB6	Spray Hidratante Oat Care Avert – 200	R$ 114,9	R$ 574,5	0.0		BRL	4.8	164	https://www.amazon.com.br/dp/B09HR13QB6	https://m.media-amazon.com/images/I/41puamhrY0L._AC_UL960_FMwebp_QL65_.jpg	14	R$ 112,6	False	False	False	False	Mais de 40 compras no mês passad	Entrega GRÁTIS: seg., 21 de jul	False			
B0F26TVSB4	Combo 4 Probiotico Pet Avert 14g Para Cães e Gatos Ki	R$ 109,9	R$ 109,9	1.0	R$ 117,9	BRL	5	5	https://www.amazon.com.br/dp/B0F26TVSB4	https://m.media-amazon.com/images/I/51niA0LFOrL._AC_UL960_FMwebp_QL65_.jpg	1	R$ 109,9	False	False	False	False		Entrega GRÁTIS: seg., 21 de jul	False	Economize 6%		
B07NGQ23NN	Fortekor Flavour 5mg Elanco	R$ 109,2	R$ 109,2	1.0		BRL	4.8	556	https://www.amazon.com.br/dp/B07NGQ23NN	https://m.media-amazon.com/images/I/5164KV7EuDL._AC_UL960_FMwebp_QL65_.jpg	11	R$ 92,2	False	False	False	False	Mais de 100 compras no mês passad	Entrega GRÁTIS: ter., 5 de ago	False			
B0C5GBX2GK	Pancrezyme 60 Cápsulas 280mg Para Cães e Gatos Inov	R$ 106,9				BRL	5	9	https://www.amazon.com.br/dp/B0C5GBX2GK	https://m.media-amazon.com/images/I/51KGE5YAalL._AC_UL960_FMwebp_QL65_.jpg	1	R$ 106,9	False	False	False	False		Entrega GRÁTIS: 21 - 22 de jul	False			
B0F9GK1QGV	Comedouro Duplo Elevado para Cães e Gatos, Tigelas em Aluminio (Médi	R$ 105,6	R$ 105,6	1.0		BRL	5	5	https://www.amazon.com.br/dp/B0F9GK1QGV	https://m.media-amazon.com/images/I/51BD5Qcl3hL._AC_UL960_FMwebp_QL65_.jpg	1	R$ 105,6	False	False	False	False		Entrega GRÁTIS: qui., 31 de jul	False			
B0BMLX7TS1	Suplemento Pet Protein em Pó Para Cães e Gatos Avert – 	R$ 104,9	R$ 104,9	1.0		BRL	4.4	50	https://www.amazon.com.br/dp/B0BMLX7TS1	https://m.media-amazon.com/images/I/51jItEGeJIL._AC_UL960_FMwebp_QL65_.jpg	1	R$ 104,9	False	False	False	False	Mais de 40 compras no mês passad	Entrega GRÁTIS: ter., 22 de jul	False			
B0FGXZJ6W7	Zerodeko Recipiente Hermético para Armazenamento de Comida de Cachorro: Recipiente de Metal para Petiscos de Cachorro Com Tampas - Pote Preto para Petiscos de Animais de Estimação para Bancadas	R$ 104,5				BRL		0	https://www.amazon.com.br/dp/B0FGXZJ6W7	https://m.media-amazon.com/images/I/6189FKcXIiL._AC_UL960_FMwebp_QL65_.jpg	1	R$ 104,5	False	False	False	False		Entrega R$ 60: 31 de jul. - 8 de ago.	False			
B07WRS2BQ5	Chalesco Tapete Higiênico Premium 50 Unidades 90 x 60 c	R$ 101,9	R$ 2,0	50.0	R$ 120,0	BRL	4.6	4235	https://www.amazon.com.br/dp/B07WRS2BQ5	https://m.media-amazon.com/images/I/71jHkfQe5EL._AC_UL960_FMwebp_QL65_.jpg	1	R$ 101,9	False	False	True	False	Mais de 5 mil compras no mês passad		False	Oferta Prime Day		
